LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
9305.9083	11851.9124	10255.4017	10399.1009	8992.7994	11926.6988	10544.9239	10089.1453	-0.4770
9309.0814	11845.0734	10138.4657	10416.8612	9003.4236	11913.1240	10471.1166	10046.8987	-0.4545
9305.3213	11864.1021	10236.9727	10441.6021	9005.7976	11952.3469	10552.0793	10098.1992	-0.4282
9308.0966	11899.9626	10228.4220	10462.1710	9006.6420	12003.1472	10583.1802	10148.9042	-0.4074
9317.3438	11800.2720	10113.5075	10454.5015	9006.0056	11951.9710	10612.5505	10145.0057	-0.3938
9317.8273	11885.0309	10233.5222	10458.4391	9009.7313	11972.6661	10596.3399	10100.9159	-0.2855
9380.1272	11962.3234	10251.4621	10493.6825	9063.3802	12034.4888	10584.9573	10164.4780	0.0284
9411.4842	11984.5374	10245.8959	10568.5891	9108.0760	12038.1477	10588.4936	10239.9147	0.3201
9429.0548	11943.4146	10255.5977	10551.0581	9107.3294	12034.6156	10583.6717	10189.9371	0.4755
9413.7086	11981.0299	10249.6161	10521.2945	9099.7491	11999.3019	10585.3135	10179.2970	0.5252
9426.2591	11967.3251	10269.8649	10541.9469	9087.2916	11998.5532	10574.2946	10173.5964	0.5191
9422.8623	12018.2492	10264.9310	10548.7774	9073.2236	12034.6850	10488.8988	10190.2071	0.4912
9394.0116	12011.7073	10217.0768	10539.4804	9083.8618	12051.5789	10540.3786	10177.9625	0.4615
9389.4648	11983.5081	10268.5892	10518.0609	9073.2080	12058.4718	10587.0462	10150.2331	0.4378
9413.7642	12059.7596	10324.4538	10547.5324	9107.3679	12100.6665	10691.4946	10211.4239	0.4203
9472.5912	12072.4691	10359.5691	10633.8174	9149.6673	12154.0149	10716.9101	10264.0852	0.3073
9408.1172	11999.3859	10268.5268	10589.4249	9091.6524	12128.1322	10678.5265	10268.9909	-0.0103
9346.6976	11940.2429	10216.9475	10538.8985	9042.0117	12023.6227	10620.2698	10201.7977	-0.3038
9341.8440	11917.7347	10206.5202	10532.4451	9014.7762	11969.5778	10576.1288	10212.4671	-0.4605
9271.2133	11917.3813	10155.2249	10446.4512	8958.1235	11959.1234	10533.9464	10119.6030	-0.5128
9281.0710	11903.8481	10143.2018	10400.2403	8955.3060	11914.3713	10492.3357	10078.1053	-0.5101
9254.5329	11867.0230	10219.6034	10421.4043	8922.8011	11851.9826	10484.9881	10052.7918	-0.4846
9311.3805	11904.1881	10118.0217	10412.1348	8992.0277	11899.9171	10478.3831	10005.5912	-0.4556
9287.4826	11881.3332	10171.7600	10431.2768	8946.4058	11842.3818	10556.5908	10103.3146	-0.4323
9260.8782	11847.9226	10134.9538	10392.2367	8932.6502	11841.6617	10440.7254	10025.2676	-0.4164
9294.4863	11983.6912	10233.7831	10480.3134	8966.9851	12028.3443	10553.4776	10148.2072	-0.3059
9405.5268	11954.0320	10266.1460	10547.8159	9082.6865	11982.5472	10599.0356	10250.1575	0.0099
9441.6119	11985.8026	10278.7869	10549.0911	9130.0907	12032.0757	10624.6565	10217.3364	0.3033
9433.0006	12015.1610	10229.7314	10556.1802	9126.2392	12081.4984	10622.1545	10235.8504	0.4604
9449.0023	12020.5132	10308.8607	10559.0015	9124.7287	12036.2435	10635.6234	10170.2444	0.5116
9451.6596	12092.4091	10360.3908	10574.0331	9133.3856	12135.1198	10708.7941	10220.1618	0.5068
9485.4496	12117.1165	10364.4804	10597.7743	9157.5183	12146.8935	10740.2594	10265.7421	0.4801
9493.1196	12059.4122	10319.6789	10621.0068	9167.3634	12147.9283	10745.2970	10252.5645	0.4515
9488.7340	11983.8327	10261.1759	10535.2729	9160.8286	12123.5272	10679.3249	10209.1834	0.4289
9450.7613	12032.4860	10190.1563	10545.8652	9146.9357	12157.1294	10698.3177	10229.7916	0.4123
9422.2763	12012.9939	10319.0315	10563.9057	9124.6088	12083.5695	10694.0007	10194.4589	0.3001
9323.8206	11998.0846	10325.6920	10529.3576	9025.9296	12088.7566	10669.5348	10156.5622	-0.0168
9316.8707	11992.8976	10262.0793	10544.8977	9036.1136	12111.5832	10657.7462	10153.0374	-0.3096
9291.5326	11883.7881	10312.7942	10507.6482	8979.6255	12044.1825	10666.0393	10189.4872	-0.4658
9332.5785	11844.8548	10088.0782	10440.0227	9015.9969	11959.1601	10533.8241	10073.4045	-0.5175
9268.2665	11789.0950	10119.8733	10422.7147	8936.6173	11864.4569	10524.9249	10055.5537	-0.5143
9266.0920	11743.8715	10077.9422	10331.1079	8962.7415	11799.2385	10386.2212	9989.1552	-0.4884
9212.9934	11810.0443	10138.9294	10377.0771	8903.0759	11836.6588	10346.9443	9995.4454	-0.4590
9258.6420	11851.5904	10179.8929	10388.3622	8952.0458	11909.7310	10461.7597	10013.0193	-0.4353
9228.9215	11782.1195	10142.0240	10359.2524	8911.5355	11787.5087	10439.7803	10036.6495	-0.4191
9268.8635	11814.8486	10109.1616	10364.3298	8959.3262	11899.4151	10412.9383	10045.3908	-0.3084
9351.7511	11938.1387	10269.2843	10536.5736	9017.8479	11991.8049	10547.1096	10154.0337	0.0078
9420.8435	11973.5488	10356.6780	10551.6110	9106.9339	12032.5975	10607.3735	10225.9778	0.3015
9454.5008	12033.9881	10303.2483	10529.4875	9127.3123	12082.2578	10596.4679	10266.0762	0.4588
9478.8168	11993.2953	10291.0503	10562.3907	9155.0974	12052.8053	10592.6714	10215.6606	0.5104
9452.1408	12047.9435	10345.8714	10576.3103	9135.4559	12069.3690	10622.8124	10203.5385	0.5058
9449.2463	12021.6008	10396.8203	10568.0561	9118.9542	12069.0384	10651.9814	10167.8020	0.4794
9458.1802	12047.1873	10312.4379	10597.5706	9134.5718	12073.1583	10707.9139	10224.6552	0.4510
9446.3087	11939.4477	10305.2061	10545.5877	9111.0874	12028.7276	10698.7006	10197.6243	0.4285
9411.6144	11956.2080	10260.4894	10527.3544	9083.9558	11969.3401	10620.0526	10146.3324	0.4121
9386.6184	11946.6118	10231.7797	10519.7446	9068.4768	12024.5090	10613.1415	10175.0845	0.3000
9324.7556	11863.7257	10235.2526	10453.1789	9045.5438	11991.9719	10588.1409	10190.0625	-0.0167
9282.4568	11849.6438	10148.4748	10465.7178	8996.3326	11934.1047	10586.9271	10173.1134	-0.3094
9267.2608	11842.6419	10201.4212	10450.5351	8980.6490	11967.0677	10556.5690	10126.9457	-0.4656
9277.7748	11802.2205	10267.9139	10454.4051	8989.7365	11908.9958	10577.2358	10174.6255	-0.5174
9329.6762	11859.5555	10244.5111	10502.0333	9028.9396	11941.9759	10577.0029	10215.6321	-0.5142
9329.3055	11874.5633	10276.5877	10475.1646	9026.0116	11965.2751	10621.8034	10184.3851	-0.4883
9331.5510	11891.5557	10207.3018	10445.2351	9028.9963	11972.9448	10581.7559	10162.2711	-0.4589
9330.6480	11791.8071	10094.0245	10456.6343	9019.8347	11928.6473	10560.6225	10102.8561	-0.4353
9319.3702	11836.3593	10179.7907	10463.8381	9006.3303	11949.5653	10553.1779	10122.6951	-0.4191
9356.8362	11958.6119	10240.5500	10471.3064	9029.0737	12051.9950	10572.2906	10209.0833	-0.3084
9408.4334	12022.7184	10307.4036	10561.7920	9112.8426	12091.4952	10625.9209	10230.3087	0.0078
9459.6468	11991.0074	10236.5530	10577.2735	9146.5260	12077.9977	10717.0152	10245.2569	0.3015
9479.7467	12039.5301	10317.5106	10545.3643	9175.9884	12108.7421	10724.0791	10267.6294	0.4588
9503.1708	12038.5526	10352.6584	10604.8382	9193.2236	12117.0132	10747.0502	10258.8948	0.5104
9477.0035	12042.9637	10316.3306	10605.2768	9167.1218	12065.6398	10676.3066	10229.3564	0.5058
9442.2757	11959.9088	10304.2344	10563.3448	9134.5767	12017.2790	10630.8388	10217.8769	0.4794
9427.4614	12056.8185	10372.6917	10596.3599	9119.9098	12152.3961	10711.5508	10259.3394	0.4510
9454.0850	12089.7638	10363.1783	10616.7083	9123.5553	12156.9115	10689.7543	10255.3269	0.4285
9479.4978	12054.4932	10342.5845	10565.3721	9149.6512	12102.2364	10733.7112	10237.4794	0.4122
9476.7026	12020.1217	10266.2837	10570.9489	9153.0260	12097.9991	10691.7042	10263.5533	0.3002
9356.9954	11940.0513	10283.3386	10526.3050	9049.5080	12018.7850	10620.4535	10231.2186	-0.0165
9328.6253	11923.4721	10153.0074	10459.2621	9019.1036	11971.2638	10544.4873	10104.8351	-0.3093
9271.6613	11933.8756	10207.4155	10425.6984	8959.6000	11930.5524	10574.5689	10118.4661	-0.4655
9291.7155	11880.3192	10147.7046	10406.8836	8964.0477	11915.2355	10487.2015	10059.2659	-0.5174
9271.1030	11886.2504	10164.2040	10395.0352	8959.3619	11954.2702	10493.7156	10068.2877	-0.5143
9279.4407	11913.3554	10120.1823	10416.4879	8943.9667	11935.8621	10495.0410	10053.8058	-0.4886
9232.9320	11854.5440	10186.9683	10381.1174	8911.1968	11869.3638	10453.7424	10045.0457	-0.4594
9235.2497	11817.0012	10112.0191	10393.0339	8902.3172	11856.4529	10397.9431	9984.1929	-0.4359
9263.3225	11937.1860	10248.6487	10469.2941	8941.6545	12008.1734	10526.8526	10078.0818	-0.4199
9432.3024	11978.3671	10182.5818	10515.6267	9100.6806	12046.9713	10641.1011	10202.2759	-0.3094
9455.5310	12066.5453	10372.0627	10590.4355	9125.9379	12085.4311	10682.3715	10286.4948	0.0066
9457.4534	12068.9743	10283.4003	10564.6585	9140.3486	12099.4052	10655.9725	10222.7526	0.3002
9484.0109	12086.4593	10298.3991	10582.6936	9146.1704	12101.3250	10700.3248	10225.6227	0.4574
9502.6164	12074.6096	10355.3305	10628.2579	9169.0298	12119.2356	10727.9172	10252.0657	0.5089
9468.1861	12016.0485	10306.1653	10561.8934	9137.8948	12091.4648	10677.2068	10227.1947	0.5042
9430.0400	11981.0610	10279.5418	10556.2498	9110.1098	12087.6009	10608.1230	10193.1400	0.4776
9426.4488	11976.8876	10236.6848	10571.9040	9099.6132	12077.4929	10692.9711	10197.6451	0.4491
9437.5011	12004.7792	10261.6924	10551.8051	9106.0640	12072.4463	10671.7852	10165.4350	0.4264
9427.3074	12005.9483	10333.8108	10589.4798	9108.8463	12079.4434	10635.5694	10247.0967	0.4098
9409.2018	11984.4888	10364.3776	10570.8205	9101.2397	12099.4250	10647.2156	10225.1891	0.2974
9354.8332	11956.5017	10320.5058	10550.2351	9064.8178	12051.6140	10637.7040	10210.9592	-0.0197
9333.2135	11817.8278	10253.2273	10507.3347	9016.5495	11939.9132	10596.5962	10163.6313	-0.3128
9281.9045	11911.0666	10239.5212	10477.5120	8976.7225	11997.0234	10589.1026	10120.6054	-0.4695
9308.7122	11894.3644	10204.9406	10487.9316	9000.5125	11992.2757	10575.9983	10126.1062	-0.5219
9324.4525	11890.4806	10106.0389	10447.5504	9009.8188	11977.0480	10579.3494	10144.8358	-0.5194
9301.5714	11907.7209	10143.3454	10427.2544	9000.3840	11971.0900	10559.1635	10118.0324	-0.4943
9260.3167	11823.9833	10091.5754	10383.7819	8980.4186	11902.4672	10564.8697	10099.2100	-0.4657
9314.7031	11848.2919	10026.7003	10424.9519	9011.8613	11926.5551	10516.0071	10121.5044	-0.4430
9293.4978	11797.2380	10137.3039	10453.6827	8989.3542	11844.2898	10494.0903	10114.0392	-0.4278
9318.3843	11855.3698	10105.3777	10486.2711	9013.5060	11918.8023	10466.0930	10149.0117	-0.3182
9383.2234	11951.0697	10221.0023	10534.7580	9048.1556	12019.0157	10539.8710	10178.0157	-0.0033
9453.7542	11978.0591	10260.9326	10511.0698	9129.5576	12044.6208	10587.5571	10192.7870	0.2891
9486.5019	12016.8896	10296.8830	10550.0056	9168.3904	12074.5135	10626.6476	10181.7563	0.4449
9470.9300	11951.0352	10335.7002	10547.4204	9150.1622	12055.1000	10646.0987	10234.5500	0.4948
9441.8016	11988.2602	10314.5892	10541.5098	9128.9986	12058.1772	10643.0780	10252.2986	0.4885
9432.9801	12006.7396	10289.2506	10589.4822	9126.4634	12083.4192	10668.4503	10236.0553	0.4600
9427.3607	11972.8146	10327.8779	10516.0492	9124.2675	12071.9693	10695.8658	10178.0665	0.4294
9484.3209	12093.4220	10346.3474	10577.4123	9168.2162	12141.9187	10757.9120	10265.8315	0.4046
9523.4889	12030.3105	10418.1003	10612.6004	9180.5895	12177.0110	10736.5911	10300.9947	0.3855
9466.5938	12010.8712	10328.7345	10600.0779	9130.8366	12120.6829	10725.8984	10225.0399	0.2705
9355.0923	11964.1696	10291.2400	10525.6148	9041.1626	11970.0202	10679.1354	10175.5508	-0.0494
9295.3557	11915.6647	10277.9169	10518.2512	8999.8215	11900.8548	10514.8554	10135.5287	-0.3455
9269.6591	11928.7518	10332.2522	10505.3495	8974.8574	11935.8280	10556.6442	10089.4883	-0.5054
9256.9703	11895.3239	10369.9032	10480.1281	8951.6304	11955.2325	10519.5144	10098.8044	-0.5611
9324.7092	11902.7768	10287.5387	10512.1277	9012.5415	11973.6919	10524.4936	10141.2415	-0.5622
9286.9366	11891.3908	10201.4669	10484.5444	8978.5377	11981.3299	10543.9853	10099.6075	-0.5411
9236.0340	11962.9503	10057.1939	10385.6387	8920.6403	11955.1235	10509.1436	10064.2600	-0.5169
9243.4692	11865.4853	10050.1271	10390.5946	8921.1533	11937.1247	10514.1370	10070.3981	-0.4989
9256.7212	11867.9249	10119.1517	10387.3877	8936.6978	11965.5167	10536.1496	10095.9042	-0.4888
9336.5024	11946.3380	10160.5862	10453.3696	9017.9286	12005.1606	10564.4632	10168.2603	-0.3846
9400.8750	11943.5283	10249.5054	10545.2818	9069.0920	12010.8833	10596.6089	10221.2536	-0.0757
9405.8887	11957.9314	10264.1309	10527.6232	9082.9724	12009.8976	10594.6339	10225.3702	0.2100
9439.0439	11982.4338	10236.5429	10550.9825	9127.5448	11972.5881	10567.2352	10120.3003	0.3585
9455.2200	11951.7486	10329.9278	10521.2256	9141.3261	12020.0899	10653.1544	10189.2154	0.4003
9448.9200	11962.4103	10300.3620	10583.8767	9118.7608	12071.0591	10622.1998	10258.1379	0.3852
9416.3978	11962.7563	10281.7945	10542.8212	9115.5688	12035.0211	10626.3669	10229.1574	0.3475
9418.7648	12006.1921	10259.1082	10529.7101	9098.1374	12076.9982	10664.3679	10202.8147	0.3070
9431.5074	11978.4115	10259.0459	10544.2627	9106.2636	12055.7912	10666.3340	10204.4306	0.2716
