LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
9951.2125	11008.7853	10635.8357	10110.6708	9412.6454	10479.2572	11328.3988	10923.2365	-0.3038
9935.8085	10966.1533	10669.4889	10146.8186	9423.7400	10410.1107	11353.1302	10869.2748	-0.4605
9980.0283	10938.4929	10627.2703	10169.1551	9502.3132	10465.9194	11228.8529	10910.2521	-0.5128
9961.5147	11038.9456	10612.1208	10117.0128	9433.7341	10490.8282	11229.0843	10946.3055	-0.5101
9954.7835	11052.1439	10673.0651	10097.0801	9459.5989	10522.0806	11219.2380	10828.0527	-0.4846
9975.0873	10977.2990	10736.7913	10110.2975	9483.8097	10606.6586	11194.9202	10895.7146	-0.4556
10017.6695	11208.4807	10899.9582	10245.7507	9473.4412	10650.4635	11206.3258	10871.7326	-0.4323
10127.7884	11212.1451	10946.7922	10323.9071	9549.2269	10787.6235	11311.1022	10976.1190	-0.4164
10115.5644	11344.1852	10852.2415	10318.4708	9595.6135	10873.1715	11240.6383	10977.2141	-0.3059
10112.3889	11287.6817	10903.4298	10305.5607	9599.5202	10895.5381	11400.6058	10998.7547	0.0099
10127.3430	11334.5661	10959.9823	10355.4411	9632.3904	10862.9372	11415.2048	11047.2035	0.3033
10156.1785	11307.7969	10995.7903	10373.5127	9608.9595	10826.1860	11551.8828	11041.6064	0.4604
10151.7353	11212.4043	10939.7661	10361.8351	9610.7073	10781.4482	11433.5085	11018.9745	0.5116
10109.1351	11156.6593	10860.9010	10341.2568	9602.9598	10710.2266	11468.5212	11081.6999	0.5068
10114.6598	11082.0678	10824.3275	10274.8257	9628.0831	10705.2618	11378.3171	11042.3460	0.4801
9901.5597	10734.0001	10407.3939	9871.1365	9459.8919	10308.9676	11147.1999	10932.8705	0.4515
10314.9475	11470.6884	11343.9372	10528.6497	9655.9443	11263.0359	11498.0592	11279.6307	0.4289
10024.8902	11170.1224	10838.0166	10310.9382	9463.9182	10589.4207	11451.5944	11028.5813	0.4123
9981.3142	11190.6702	10853.5004	10279.3240	9462.7534	10709.3236	11383.2217	10987.3380	0.3001
9901.9306	10992.5449	10659.1588	10115.9281	9422.4686	10539.7460	11348.1888	10944.1935	-0.0168
9885.5361	10975.2331	10556.4377	10105.6636	9415.3169	10407.6399	11146.7627	10928.7614	-0.3096
9993.3472	11080.8825	10711.0241	10204.9237	9397.3900	10532.8470	11258.5586	10928.0931	-0.4658
9977.4902	11044.7689	10674.5877	10123.7810	9481.4584	10496.8005	11265.2490	10858.3059	-0.5175
9957.3590	11040.3464	10690.0682	10087.9268	9432.4597	10600.9544	11185.1647	10901.7935	-0.5143
9945.6477	11108.1517	10694.2246	10178.7650	9402.8036	10564.1680	11189.2956	10962.6194	-0.4884
10065.5859	11187.5231	10762.3451	10288.6224	9519.1875	10714.7352	11354.6416	10971.7772	-0.4590
10077.3402	11160.3104	10772.1587	10236.0232	9541.1185	10810.8295	11333.4564	11036.3100	-0.4353
10048.5573	11184.9354	10817.6205	10221.7950	9560.7492	10792.6988	11415.9564	10968.0573	-0.4191
10006.6990	11230.8021	10764.3831	10208.5694	9520.0228	10701.2957	11280.8330	10936.7779	-0.3084
10093.3959	11148.2947	10854.3806	10283.5236	9590.2582	10641.0549	11454.8802	10967.1476	0.0078
10147.0663	11267.2627	10858.7877	10341.3965	9607.7688	10729.3258	11310.6663	11006.4661	0.3015
10214.8238	11337.1359	10944.6594	10419.5866	9622.5761	10938.4883	11375.3704	11191.7125	0.4588
10196.9728	11392.3671	10982.1527	10460.7202	9585.5277	11029.3763	11505.1781	11222.2439	0.5104
10157.5701	11304.9209	10945.3451	10393.6070	9607.2532	10878.5620	11455.8337	11090.2995	0.5058
10137.6514	11304.3422	10903.3637	10319.0026	9590.5566	10866.3930	11313.8011	11024.8188	0.4794
10105.9880	11263.6561	10947.7492	10337.2492	9555.7402	10763.1457	11334.4867	11012.8440	0.4510
10132.3939	11299.6966	10955.1767	10376.6386	9576.0164	10766.5256	11448.5876	11064.7366	0.4285
10136.0159	11272.9769	10935.2320	10342.7219	9567.6884	10787.7673	11391.1924	11028.0718	0.4121
10060.9545	11131.4765	10867.8171	10312.8551	9554.7728	10627.3803	11323.7412	10955.6715	0.3000
9994.9473	11051.4098	10759.4718	10246.1304	9484.3866	10503.2101	11323.2057	10880.2559	-0.0167
9937.5439	11024.7128	10696.1202	10129.2549	9416.5936	10503.8427	11365.0094	10876.1434	-0.3094
9925.6515	11054.7738	10705.7485	10117.8050	9449.1609	10525.9692	11452.0872	10982.1694	-0.4656
9969.4760	10963.1278	10700.8664	10128.2245	9483.9985	10496.4938	11346.6615	10866.3828	-0.5174
10001.4314	11085.5936	10586.5249	10156.5909	9485.8029	10535.8324	11258.0505	10939.3740	-0.5142
10022.6697	11057.2303	10733.6136	10207.7119	9521.0247	10631.6223	11271.8870	10903.8785	-0.4883
10020.5224	11015.9645	10688.3566	10134.3180	9523.8617	10636.9074	11303.1449	10888.7351	-0.4589
9976.8077	10967.7758	10653.6691	10130.9810	9468.6735	10559.0819	11246.4655	10880.0283	-0.4353
9941.2155	10912.9376	10637.0795	10100.5143	9387.7689	10420.5046	11277.9840	10854.3331	-0.4191
9967.7190	11104.1777	10734.8110	10155.5506	9430.3282	10516.7881	11345.8180	10921.4983	-0.3084
10116.7357	11269.9967	10929.3950	10334.6800	9575.1353	10747.5562	11468.9863	11027.0632	0.0078
10239.9996	11310.8853	10999.7324	10406.0086	9702.3293	10953.2685	11305.7269	11149.9445	0.3015
10241.5234	11322.8377	10959.3664	10347.0728	9641.7206	11020.3184	11278.0120	11105.0686	0.4588
10068.7149	11217.0224	10821.6181	10309.1922	9530.8069	10749.7613	11219.5996	10999.4318	0.5104
10097.7632	11237.9162	10835.3218	10282.7523	9536.5616	10766.5932	11396.1917	11039.7563	0.5058
10152.0610	11269.7011	10886.5544	10325.0208	9610.8508	10819.7996	11419.2744	11075.4840	0.4794
10113.8349	11177.4454	10922.4749	10339.9188	9580.0691	10715.7524	11428.3317	11080.8782	0.4510
10049.7588	11241.1853	10820.2579	10249.6587	9535.4165	10727.7608	11331.4775	10955.5350	0.4285
10081.0630	11153.5837	10852.8850	10288.8553	9521.8034	10695.0772	11343.5742	10976.6180	0.4122
10022.4484	11210.2619	10760.2221	10318.7031	9523.6478	10653.0665	11406.9294	11064.3136	0.3002
9951.8315	11048.7677	10749.2567	10229.6116	9444.7445	10560.3905	11431.6377	10945.1808	-0.0165
9928.9877	11105.6395	10776.5211	10180.5360	9413.1646	10605.7824	11430.9609	10882.1787	-0.3093
9971.0867	11298.6547	10884.5465	10357.8325	9459.9076	10703.1438	11433.9385	10985.9153	-0.4655
10088.3670	11295.1185	10949.9261	10381.6614	9526.1274	10819.5016	11469.0586	11127.7347	-0.5174
10064.9035	11124.1952	10781.4804	10252.0569	9555.6886	10707.0373	11393.6943	11070.4227	-0.5143
10037.7866	11147.8296	10735.9048	10185.8944	9538.0838	10701.7651	11321.7080	11039.1927	-0.4886
10022.3612	11303.6058	10810.5345	10205.9586	9554.9143	10851.0757	11343.4919	11111.5977	-0.4594
10003.9041	11122.0186	10805.6421	10208.7848	9551.4000	10769.2324	11282.9460	11013.0894	-0.4359
10044.4115	11129.7026	10815.0125	10240.4986	9529.4352	10638.3918	11349.1279	11006.7736	-0.4199
10051.9148	11222.0883	10814.7540	10263.8676	9495.7082	10681.8275	11224.0648	10989.8465	-0.3094
10131.2299	11350.0940	10969.6926	10361.1251	9571.0998	10787.7790	11360.5739	11071.0279	0.0066
10219.5327	11289.3418	11022.8884	10426.5657	9622.8109	10823.9104	11507.1367	11062.4046	0.3002
10210.9503	11227.7191	10900.4575	10357.0826	9610.9632	10826.7775	11338.4232	11077.2686	0.4574
10141.1333	11185.8546	10820.2321	10292.1383	9578.9326	10708.2306	11236.5947	10943.5375	0.5089
10137.1860	11235.7921	10896.0394	10315.4546	9594.3706	10742.8575	11371.1449	11026.7951	0.5042
10111.3410	11301.6824	10978.7185	10342.8963	9538.5103	10744.5091	11466.2005	11050.4989	0.4776
10117.2251	11348.4213	10995.6223	10387.5895	9539.5422	10856.4152	11436.0931	10987.1232	0.4491
10102.6556	11325.9938	10990.3769	10347.2395	9550.0798	10895.2007	11525.0023	11042.2955	0.4264
10114.3024	11152.9479	10868.8897	10254.4185	9580.8295	10684.7694	11329.3919	10980.9735	0.4098
10072.8498	11115.7431	10754.9984	10190.2055	9599.5297	10745.7301	11305.9769	10871.3983	0.2974
10013.7380	11063.1487	10688.5145	10140.7831	9498.2507	10677.3864	11374.3620	10931.9847	-0.0197
9951.0611	11052.1196	10705.1260	10098.2554	9488.7556	10621.8662	11308.7920	10934.7759	-0.3128
9975.9823	11031.1051	10636.7735	10056.5853	9531.4187	10553.2695	11231.0762	10882.2593	-0.4695
9985.1588	11100.6474	10716.8893	10133.5904	9494.9995	10650.3598	11196.8887	10939.0763	-0.5219
9987.0674	11163.0380	10770.1210	10172.8579	9478.5683	10730.4973	11186.3561	11006.8097	-0.5194
10011.5891	11109.5941	10744.1519	10183.0105	9522.5564	10747.7757	11219.5296	10973.3989	-0.4943
10000.3623	11024.1075	10712.3555	10161.7038	9488.2636	10607.8522	11266.4076	11004.6680	-0.4657
9991.3705	11022.1541	10689.6830	10168.5456	9462.6875	10593.5168	11340.1868	11022.3987	-0.4430
9987.5474	11013.5091	10665.7799	10165.4645	9533.4813	10609.9569	11220.2923	10901.0745	-0.4278
10004.3750	11063.2295	10709.0805	10229.3466	9552.5663	10607.1589	11358.5469	10950.5529	-0.3182
10001.0251	11181.4029	10774.1129	10234.9901	9491.8455	10652.6981	11303.2933	11080.5925	-0.0033
10107.5307	11149.4863	10861.7063	10250.5610	9578.0608	10691.4085	11337.9925	10982.8525	0.2891
10122.3403	11271.3191	10863.5469	10318.6897	9576.5641	10789.2539	11377.3376	10963.6041	0.4449
10123.5604	11247.6404	10918.5364	10306.6367	9556.1443	10736.9333	11400.4189	10922.5364	0.4948
10145.8335	11225.0329	10946.3212	10320.6855	9559.1205	10734.1665	11382.1530	10935.1614	0.4885
10164.0698	11329.7931	10966.4758	10446.8585	9592.3416	10770.1140	11402.0309	11015.2267	0.4600
10249.6438	11359.9271	11047.4829	10477.4343	9719.4233	11024.1186	11673.9251	11197.5414	0.4294
10149.2899	11358.2207	10955.4950	10377.0351	9642.4886	10884.8953	11514.6650	11075.3468	0.4046
10118.6194	11249.6467	10885.1978	10300.9819	9566.4456	10698.8822	11420.8486	10984.8283	0.3855
10109.7494	11172.4112	10893.7669	10271.7762	9538.1389	10670.9302	11441.4297	10979.3810	0.2705
10059.6810	11153.2016	10917.5445	10378.1838	9530.5901	10564.6164	11338.4001	10992.7775	-0.0494
10017.7529	11090.2508	10828.8139	10362.9804	9477.5064	10577.1216	11519.1784	11022.7338	-0.3455
9951.7671	11080.7888	10694.3752	10131.8190	9498.1288	10514.8866	11374.9518	10954.2408	-0.5054
9979.1038	11024.2059	10576.9103	10044.0116	9518.3028	10551.1602	11280.7064	10868.3393	-0.5611
9936.2186	10950.8819	10582.9197	10004.4069	9500.2479	10551.5192	11058.3545	10873.5730	-0.5622
9856.3274	11018.3279	10657.0860	10010.2309	9368.0090	10565.8710	11135.7617	10861.5197	-0.5411
9885.9586	11077.9448	10701.7584	10084.7664	9333.3533	10636.0964	11090.7777	10909.7005	-0.5169
9936.2591	11143.9473	10796.6192	10191.0545	9417.1103	10727.4837	11306.9681	11021.8152	-0.4989
10023.6675	11073.5732	10723.5888	10187.0796	9509.2768	10698.4893	11288.5215	11028.8280	-0.4888
10023.8257	11135.2960	10742.4875	10217.2830	9523.4041	10704.5168	11347.2956	11041.2118	-0.3846
10060.8632	11133.7270	10747.4752	10218.7737	9550.2139	10713.6069	11335.6289	10949.5755	-0.0757
10143.2658	11227.5458	10895.0118	10269.0787	9553.2645	10786.8571	11320.0501	10985.5322	0.2100
10092.0119	11177.9708	10810.6225	10289.1352	9521.0732	10712.7159	11201.3089	10979.7261	0.3585
10150.5886	11291.2631	10867.4051	10379.9231	9620.3014	10797.1481	11364.8936	11035.3880	0.4003
10199.4674	11304.7320	10986.4160	10419.7882	9647.7382	10841.5144	11571.3600	11112.6621	0.3852
10127.9132	11173.7680	10937.8032	10371.7380	9583.2291	10655.9865	11526.4323	11059.0744	0.3475
10100.1933	11118.8710	10861.8525	10254.5997	9590.4180	10700.5154	11454.2282	10930.6839	0.3070
10069.1831	11265.6656	10866.4676	10347.6371	9566.7031	10811.9193	11363.1810	11076.7443	0.2716
