LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
10507.1474	10856.8494	10504.1158	10825.8565	10216.3255	11275.7878	10686.8232	11289.2172	0.3015
10595.0365	10860.0134	10576.8799	10905.0854	10313.8853	11281.7103	10807.5960	11421.4094	0.4588
10582.4217	10849.9070	10519.7176	10870.7148	10329.6055	11226.9248	10796.2575	11394.1754	0.5104
10565.4392	10854.1112	10504.0746	10805.8115	10297.1190	11231.4918	10728.1738	11374.6994	0.5058
10554.7556	10869.9188	10500.8775	10868.4269	10278.1423	11263.8888	10751.2380	11367.4313	0.4794
10557.6778	10930.7351	10559.8322	10919.9819	10266.2925	11283.6181	10734.1491	11350.9672	0.4510
10549.9792	10975.3785	10539.0484	10914.3540	10232.9875	11320.2013	10761.5804	11414.0093	0.4285
10487.5294	10853.3402	10493.9887	10809.7250	10208.1898	11275.3329	10727.9421	11304.5199	0.4122
10500.9987	10908.7024	10522.8705	10856.1550	10240.7729	11298.6041	10622.2979	11366.3572	0.3002
10447.1369	10819.8941	10461.6777	10798.0813	10179.3966	11275.7355	10669.9482	11355.0531	-0.0165
10409.7109	10809.7860	10443.8191	10737.6363	10118.5191	11226.0623	10692.9642	11274.3794	-0.3093
10360.3037	10724.8029	10372.3283	10769.2808	10074.5322	11209.3125	10607.8258	11248.1660	-0.4655
10432.7507	10792.1178	10474.0904	10861.5905	10126.6366	11135.9645	10712.4945	11370.0384	-0.5174
10418.6945	10795.2128	10434.8389	10868.0642	10095.5950	11157.7415	10609.1820	11364.2669	-0.5143
10387.0223	10780.5669	10438.0311	10866.6737	10081.9758	11228.2276	10665.2054	11328.2123	-0.4886
10346.2728	10714.3449	10328.1496	10770.2466	10067.5296	11155.8136	10596.6159	11240.9354	-0.4594
10421.2975	10856.2642	10423.5498	10864.6187	10145.8503	11241.0271	10740.0752	11369.8935	-0.4359
10515.3543	10844.6200	10535.7146	10955.6985	10203.5015	11227.6098	10770.7542	11455.6865	-0.4199
10576.1526	10940.7436	10613.6400	11001.4489	10258.0429	11285.1355	10822.2689	11417.2772	-0.3094
10612.6662	10938.4662	10555.0947	10995.3009	10298.8824	11291.7537	10844.4769	11399.6799	0.0066
10608.7172	10958.9877	10532.0557	10903.0275	10318.0175	11300.5727	10842.9528	11425.8585	0.3002
10583.2246	10941.3480	10531.4334	10922.6786	10284.9357	11376.3478	10867.0931	11371.0061	0.4574
10678.8941	11012.2841	10653.0848	11001.1536	10349.2530	11350.5955	10795.5488	11466.6645	0.5089
10623.3016	10940.1272	10630.1273	10879.0652	10297.6750	11321.2272	10759.1383	11346.1879	0.5042
10552.8085	10912.6912	10529.3584	10839.3153	10248.0397	11273.8186	10679.3252	11325.2081	0.4776
10565.8154	10960.0986	10558.9369	10898.4354	10271.8290	11317.6886	10745.1087	11381.1191	0.4491
10572.0686	10877.2296	10589.6988	10948.9156	10273.3536	11266.4324	10789.0374	11421.8779	0.4264
10586.7013	10893.5290	10549.5768	10911.6447	10295.5743	11281.0055	10773.7819	11382.8439	0.4098
10505.4458	10827.2784	10482.0285	10814.1401	10227.2605	11228.5796	10604.2695	11299.1455	0.2974
10468.1291	10708.1325	10438.1520	10722.2338	10221.0782	11121.3547	10608.6084	11286.8134	-0.0197
10388.2565	10755.8273	10404.2365	10653.8140	10140.1054	11217.6909	10593.6940	11215.2473	-0.3128
10456.2793	10762.6446	10360.8613	10776.6623	10196.1740	11183.2480	10585.5160	11307.3248	-0.4695
10286.9920	10553.1053	9898.1469	10427.4576	10103.7494	10899.5194	10340.9095	11104.6876	-0.5219
10495.1901	10953.7926	10588.3889	10873.8858	10193.2565	11272.7025	10675.4629	11264.2032	-0.5194
10395.5911	10646.4081	10423.7764	10649.8031	10131.3495	11099.3395	10537.5531	11131.0481	-0.4943
10326.2053	10701.3498	10402.0182	10682.4953	10062.9264	11067.3947	10486.7887	11205.5960	-0.4657
10304.7081	10640.6818	10395.6309	10653.5964	10029.9007	11065.3110	10542.4827	11165.0894	-0.4430
10329.1877	10714.2323	10482.5590	10700.6548	10087.7910	11191.1098	10620.7979	11269.2801	-0.4278
10437.3907	10810.5207	10470.5191	10774.0404	10160.5137	11244.6364	10637.2575	11310.7470	-0.3182
10564.8678	10989.9204	10614.7439	10924.8476	10250.1365	11432.5022	10816.0911	11396.0360	-0.0033
10613.2168	10996.8409	10542.3813	10936.1751	10322.5295	11368.4143	10663.9144	11426.5506	0.2891
10645.2441	11014.0578	10620.5807	11002.3578	10325.2192	11376.3088	10816.3385	11451.6017	0.4449
10593.3872	10951.2800	10604.4711	10899.6127	10262.9637	11336.6453	10775.3167	11404.0026	0.4948
10647.9070	11003.9283	10679.1342	10966.3646	10332.5881	11316.1274	10911.9284	11423.4529	0.4885
10630.9424	10962.8517	10674.1076	10929.0233	10311.5688	11313.4020	10813.2448	11408.3548	0.4600
10606.2954	10966.9447	10618.2240	10951.2926	10279.0635	11374.7695	10770.2988	11470.5372	0.4294
10540.2399	10901.9994	10534.5467	10874.9240	10242.3524	11273.8869	10791.1696	11362.8490	0.4046
10583.3567	10947.7065	10529.7963	10923.3149	10273.9398	11284.6089	10760.2230	11449.4715	0.3855
10565.0488	10878.6745	10561.7158	10878.9203	10248.8770	11286.7978	10725.6517	11429.4950	0.2705
10469.1301	10761.8140	10506.2662	10867.5209	10196.0356	11143.4046	10658.4505	11367.2139	-0.0494
10368.8925	10860.4139	10434.4195	10799.9670	10073.9615	11382.2437	10575.5290	11273.4429	-0.3455
10366.7991	10780.0748	10427.6941	10831.3427	10087.7932	11190.6571	10625.4801	11262.1426	-0.5054
10279.7528	10642.4574	10353.4068	10738.0093	10013.5000	11135.1549	10607.0003	11162.1309	-0.5611
10346.4643	10602.2617	10359.7758	10736.6475	10080.8638	11106.3781	10591.7819	11193.2412	-0.5622
10305.9026	10664.7480	10331.8953	10656.1038	10033.3639	11116.2629	10602.4574	11183.8435	-0.5411
10321.2100	10678.1202	10347.1670	10746.9977	10063.8744	11088.9264	10640.3281	11249.2185	-0.5169
10357.9560	10647.8111	10263.3555	10721.5744	10121.1247	11140.9823	10576.8913	11239.9003	-0.4989
10427.6415	10725.0904	10343.9363	10755.0955	10206.8158	11061.1278	10666.1510	11300.3558	-0.4888
10673.4800	10983.9880	10686.8262	10956.0078	10404.4205	11409.7949	10935.2354	11473.1243	-0.3846
10625.5862	10915.6742	10533.9383	10844.4002	10328.4546	11267.0739	10717.7363	11361.1056	-0.0757
10545.8691	10921.2765	10523.7537	10804.3361	10284.9192	11285.6841	10677.0820	11348.8075	0.2100
10565.9775	10975.7800	10658.5922	10838.2696	10280.7399	11343.4026	10926.8291	11368.2274	0.3585
10550.0195	10903.2322	10503.2627	10858.7319	10265.3622	11242.9128	10776.6410	11371.8553	0.4003
10491.8235	10720.8958	10360.7051	10780.1052	10176.5210	11129.7394	10576.7327	11284.1073	0.3852
10434.6936	10754.0619	10340.6898	10760.1263	10150.5976	11129.5612	10514.3984	11264.4110	0.3475
10453.1378	10782.5972	10383.4830	10770.2750	10175.0024	11171.1749	10537.4525	11298.5581	0.3070
10498.9736	10771.0942	10594.1695	10841.8187	10206.2475	11259.4199	10672.5251	11354.8734	0.2716
