LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
9783.0903	10484.6604	10309.5593	11518.0265	9861.7382	10874.6617	10852.7932	11203.7151	-0.0103
9754.4104	10435.5869	10268.7115	11447.6026	9827.6380	10850.0174	10826.8900	11140.8119	-0.3038
9714.0162	10412.6329	10251.8379	11464.4848	9823.5705	10846.6273	10794.9157	11165.2734	-0.4605
9723.2256	10381.9837	10265.5809	11482.2834	9803.3898	10823.4106	10795.4449	11179.7775	-0.5128
9735.0094	10384.8806	10255.8947	11447.4560	9801.0529	10825.8479	10791.2097	11146.7161	-0.5101
9765.8652	10408.1431	10244.2155	11444.0247	9828.6774	10798.0728	10740.2837	11134.3806	-0.4846
9773.1505	10395.0806	10203.8717	11424.0533	9806.8303	10792.8173	10674.4287	11093.9849	-0.4556
9738.1629	10347.5925	10220.7609	11439.0428	9774.7361	10802.4496	10705.6497	11090.0431	-0.4323
9730.5113	10376.4345	10234.9199	11482.7650	9781.3413	10809.0513	10701.6462	11133.1745	-0.4164
9791.7890	10444.9299	10333.0211	11519.8121	9863.5547	10860.7560	10778.3058	11213.4119	-0.3059
9872.9027	10523.0265	10380.5413	11563.0605	9921.4311	10924.9206	10864.8454	11220.2681	0.0099
9897.5517	10551.4233	10398.3343	11592.2098	9945.5007	10913.2445	10880.3030	11208.3572	0.3033
9881.5608	10546.6577	10375.2928	11599.8527	9946.7630	10933.2726	10870.8087	11274.5772	0.4604
9867.5695	10561.1228	10369.7069	11587.8163	9949.3303	10944.1637	10889.0648	11272.8832	0.5116
9874.6111	10529.7931	10371.7382	11575.5596	9943.9924	10926.4638	10919.9667	11238.1889	0.5068
9871.1694	10539.6155	10374.1975	11570.9195	9954.8567	10960.5040	10918.8340	11298.1035	0.4801
9880.4099	10564.7416	10391.7367	11596.9149	9945.6042	10958.4478	10916.8956	11281.6289	0.4515
9842.7587	10584.5198	10397.3605	11557.0432	9925.0179	10980.3160	10923.1811	11256.3992	0.4289
9823.7166	10532.6566	10362.3945	11555.3527	9877.4503	10933.3136	10885.1083	11214.2945	0.4123
9807.0964	10524.0734	10331.5630	11509.3128	9870.4872	10925.4544	10854.6376	11196.4460	0.3001
9788.3166	10443.1049	10333.3442	11510.0776	9867.2385	10913.8102	10882.3526	11193.0153	-0.0168
9784.2768	10463.9924	10303.4652	11520.7581	9868.0119	10886.1527	10860.5101	11234.1375	-0.3096
9794.4082	10494.9425	10318.1060	11501.5179	9866.9628	10907.3412	10866.2710	11210.3136	-0.4658
9723.4406	10463.1780	10315.1277	11466.6712	9828.7094	10910.1456	10835.5259	11146.0034	-0.5175
9682.5024	10377.8512	10226.2618	11414.9537	9788.3536	10775.5848	10701.9223	11085.1240	-0.5143
9754.5124	10483.0358	10234.7555	11444.4208	9814.9806	10805.3329	10703.9162	11110.1302	-0.4884
9751.0957	10462.5590	10231.7161	11445.4287	9841.5649	10865.7014	10741.1357	11125.0116	-0.4590
9740.3079	10464.5735	10292.4524	11461.2360	9834.0812	10896.9142	10795.4631	11186.6414	-0.4353
9718.1358	10456.0128	10313.5635	11459.6280	9791.4288	10873.8944	10787.4705	11099.4746	-0.4191
9753.4356	10482.8038	10309.3954	11480.5691	9838.1450	10873.9357	10797.3314	11142.5349	-0.3084
9848.6123	10557.4724	10356.7975	11546.3165	9920.4815	10914.4086	10858.5449	11229.7590	0.0078
9934.6156	10582.0249	10417.1866	11623.5943	10001.0947	10958.2565	10916.3136	11268.3394	0.3015
9965.5672	10576.3605	10419.4837	11595.8069	10017.4140	10932.7472	10953.7730	11285.3018	0.4588
9904.0505	10566.9667	10388.4839	11578.0682	9979.3433	10942.0845	10891.6964	11258.1936	0.5104
9866.0257	10560.0595	10375.7629	11570.8612	9936.9321	10966.1220	10927.1569	11268.6779	0.5058
9855.1404	10536.6353	10365.2937	11556.7338	9931.8883	10928.8945	10922.8291	11250.5749	0.4794
9862.5316	10573.9619	10379.4905	11585.5229	9944.4133	10958.5388	10916.6519	11256.5383	0.4510
9884.0438	10616.0311	10412.6465	11604.6388	9955.0105	10983.5383	10887.3348	11252.5499	0.4285
9874.8066	10603.2821	10445.2609	11612.7892	9911.6402	10980.9661	10937.3492	11245.9058	0.4121
9834.2808	10567.0122	10424.7283	11569.1271	9886.2459	10935.2574	10916.5963	11230.7890	0.3000
9805.4728	10515.1294	10378.3702	11587.8127	9892.3931	10930.5884	10857.2452	11248.9358	-0.0167
9808.9716	10483.1471	10339.7060	11549.6540	9907.2430	10913.7492	10877.7534	11259.5247	-0.3094
9817.2988	10383.9542	10274.4676	11497.3334	9917.8341	10833.9739	10841.2807	11206.9389	-0.4656
9728.3913	10378.4573	10250.4834	11462.9380	9803.9736	10833.9581	10738.6445	11125.5933	-0.5174
9705.2320	10393.7409	10244.4317	11435.5390	9766.8209	10789.0072	10711.6124	11115.5091	-0.5142
9731.9218	10411.6880	10273.0998	11433.3767	9782.3593	10816.2843	10704.0679	11084.4124	-0.4883
9745.4119	10444.0044	10301.9062	11456.3787	9804.5145	10811.8531	10771.2718	11089.4537	-0.4589
9754.1333	10462.1108	10251.3256	11449.7023	9794.3507	10796.6338	10721.5860	11117.9469	-0.4353
9724.9346	10434.4967	10256.5238	11437.2214	9791.0260	10811.2889	10750.8244	11121.2023	-0.4191
9759.7163	10479.6768	10314.8397	11493.9677	9845.1917	10870.6939	10804.2829	11165.6353	-0.3084
9842.5183	10582.5674	10391.9620	11557.0240	9918.8064	10927.5200	10882.5143	11206.3862	0.0078
9915.8850	10582.5878	10420.6169	11585.3038	9978.7827	10947.5845	10940.5295	11263.2275	0.3015
9927.3334	10574.6885	10419.6253	11596.2994	9992.7848	10944.2725	10918.5583	11317.9019	0.4588
9895.4729	10529.7219	10379.0757	11570.0558	9961.8557	10904.9826	10912.5465	11292.4910	0.5104
9869.8676	10533.1023	10360.9533	11540.3908	9907.6335	10930.8662	10901.4313	11244.3942	0.5058
9865.6072	10552.0743	10360.8602	11537.3664	9907.6717	10937.1392	10870.7724	11186.3032	0.4794
9866.5334	10579.2999	10368.3769	11557.0316	9931.3178	10934.2451	10868.9711	11235.8315	0.4510
9859.1559	10549.6451	10372.1278	11535.8068	9926.8666	10885.7264	10865.7939	11253.1936	0.4285
9865.7897	10512.1497	10372.0735	11564.5783	9903.8926	10886.5414	10865.0900	11208.0245	0.4122
9789.0682	10486.1417	10348.5315	11533.6031	9881.5562	10877.9310	10863.9816	11187.4709	0.3002
9739.2114	10426.4098	10291.9988	11491.2763	9841.0318	10868.0271	10804.2367	11197.4684	-0.0165
9753.8303	10421.6642	10286.2470	11487.1652	9828.1166	10830.3254	10767.5776	11149.1121	-0.3093
9778.5622	10403.7933	10296.9078	11525.7493	9849.0905	10843.4485	10827.5985	11184.3341	-0.4655
9803.6752	10414.9462	10287.8279	11518.0195	9879.3228	10834.3966	10820.5177	11232.2811	-0.5174
9776.7299	10451.7146	10271.4303	11501.9390	9829.6343	10871.5523	10783.4699	11145.6564	-0.5143
9749.5790	10452.7200	10304.1615	11481.8331	9790.4146	10868.0701	10860.6680	11202.5304	-0.4886
9713.8072	10417.8549	10274.2745	11449.1656	9782.3459	10841.4026	10826.6821	11132.2585	-0.4594
9722.7084	10419.6308	10227.2719	11471.7259	9819.1872	10847.9150	10762.4771	11124.5496	-0.4359
9784.1642	10461.4448	10307.4852	11516.3736	9855.1618	10891.3020	10824.4825	11189.3735	-0.4199
9809.1973	10544.5332	10365.1930	11553.3169	9910.1818	10932.7708	10895.6293	11247.8224	-0.3094
9868.0610	10558.4529	10417.6713	11564.9546	9952.6455	10951.3718	10943.8089	11279.8319	0.0066
9902.5532	10594.0742	10405.1791	11599.2924	9970.8282	10937.7013	10901.9295	11266.3869	0.3002
9923.8911	10592.1797	10413.7820	11625.4707	9983.6427	10929.5892	10879.8664	11279.3038	0.4574
9922.8168	10558.7994	10390.7380	11591.5726	9942.1196	10955.9419	10905.3441	11235.1770	0.5089
9886.3666	10537.0297	10379.4048	11543.5759	9918.4208	10893.7052	10863.9866	11241.6310	0.5042
9865.0924	10549.6323	10359.9647	11553.6088	9912.5640	10924.7349	10864.7759	11228.2786	0.4776
9856.6359	10577.4238	10382.2280	11565.3562	9921.8088	10957.9222	10889.6167	11242.9760	0.4491
9848.2088	10523.0860	10370.5019	11522.6930	9918.5484	10938.9411	10902.7533	11226.5317	0.4264
9838.8704	10535.1236	10396.1494	11540.5645	9934.5113	10933.6618	10848.3864	11238.2001	0.4098
9824.5068	10521.8107	10355.3872	11562.8908	9891.1229	10923.9191	10802.6246	11190.4152	0.2974
9741.7948	10453.4569	10308.6111	11482.9148	9812.8729	10842.0333	10814.3771	11133.8252	-0.0197
9685.7228	10430.1211	10263.6255	11441.0107	9753.6330	10818.3199	10748.8825	11108.8723	-0.3128
9686.8013	10431.4752	10274.7255	11454.3408	9758.9626	10835.5737	10789.6100	11135.4543	-0.4695
9702.7589	10468.9592	10299.2744	11485.4838	9797.7852	10857.9772	10779.9844	11173.4771	-0.5219
9743.4931	10458.6165	10332.0147	11494.5093	9822.3625	10875.9485	10820.2977	11203.8612	-0.5194
9789.8592	10478.3987	10283.0420	11482.1119	9842.1058	10874.2093	10814.4469	11144.5304	-0.4943
9743.0234	10454.2175	10257.6342	11456.5137	9822.1310	10869.5940	10777.6804	11158.3180	-0.4657
9744.7834	10476.0174	10296.6407	11462.9983	9838.0535	10864.0094	10757.3670	11132.0354	-0.4430
9744.5203	10480.0622	10319.8240	11487.6693	9822.5176	10864.2155	10792.7629	11133.5691	-0.4278
9758.7718	10514.0304	10335.5427	11505.1753	9873.2400	10875.2774	10861.1139	11159.9176	-0.3182
9853.1225	10582.6217	10348.9556	11562.9000	9957.2304	10964.6539	10879.6946	11242.4523	-0.0033
9933.9173	10639.8095	10419.2858	11601.2973	9999.6229	11007.7139	10927.2099	11248.5267	0.2891
9936.6819	10639.3159	10416.9243	11606.8666	10000.6997	11008.9240	10940.8125	11264.2973	0.4449
9908.4305	10633.2540	10423.5334	11586.4099	9967.2337	10960.4448	10900.3857	11258.5237	0.4948
9926.0817	10642.7493	10451.5818	11611.9779	9964.6278	11000.8919	10951.1664	11273.5898	0.4885
9917.6521	10629.8529	10440.0358	11611.5803	9956.7524	11009.2342	10940.5451	11282.7040	0.4600
9933.6833	10611.1055	10428.4307	11579.7905	9967.7680	10987.7231	10922.0395	11249.0107	0.4294
9947.7292	10628.0136	10399.4401	11579.1910	9986.4384	10978.1374	10915.8010	11281.0627	0.4046
9921.9279	10562.4699	10393.2104	11582.2196	9959.7910	10923.5346	10922.0401	11258.9080	0.3855
9846.1922	10487.7230	10350.6334	11585.7019	9916.2028	10881.4978	10872.6953	11292.7800	0.2705
9833.7991	10455.3694	10317.0958	11509.9931	9909.9861	10846.9075	10849.5641	11227.9479	-0.0494
9763.7539	10436.4750	10265.1941	11482.8932	9836.6597	10880.9018	10810.2396	11143.7530	-0.3455
9696.0974	10352.0154	10197.2820	11409.7755	9789.0337	10808.8127	10775.7110	11131.2420	-0.5054
9696.7276	10333.5378	10228.0952	11404.2237	9789.2708	10768.6125	10753.7843	11114.6916	-0.5611
9726.5682	10374.2184	10240.5172	11453.1053	9830.0065	10845.2811	10779.9045	11145.1042	-0.5622
9759.0897	10371.6590	10248.6340	11465.9938	9837.9914	10825.2376	10783.7442	11134.3171	-0.5411
9759.8147	10373.1418	10292.7749	11487.7948	9813.9554	10835.2433	10874.7344	11155.0904	-0.5169
9706.4188	10405.3673	10254.4780	11461.2521	9814.9412	10825.7447	10792.3041	11199.0953	-0.4989
9708.2035	10401.4355	10274.7886	11469.4096	9827.3013	10842.6106	10799.1265	11147.3271	-0.4888
9769.0722	10469.7300	10342.4731	11508.8986	9840.2323	10900.5296	10847.1046	11164.4207	-0.3846
9821.7281	10547.0075	10371.2142	11536.8872	9894.8884	10933.7525	10870.1923	11209.6530	-0.0757
9867.0506	10582.8222	10379.0062	11578.7529	9927.3879	10921.5885	10851.1373	11211.4080	0.2100
9896.0460	10595.9211	10389.0555	11593.9286	9959.0147	10936.5645	10881.6836	11274.4039	0.3585
9892.8039	10550.6836	10394.1777	11614.3092	9947.4673	10938.7468	10883.7457	11278.8941	0.4003
9860.1273	10574.7091	10384.3901	11565.5818	9923.7337	10939.1002	10841.9610	11257.6724	0.3852
9853.9648	10581.3014	10386.8309	11553.6558	9906.5018	10964.7227	10866.6679	11236.6790	0.3475
9818.2840	10509.5648	10355.0126	11528.6043	9872.1968	10910.9899	10860.2580	11223.3149	0.3070
9796.3066	10496.5248	10326.0870	11503.5659	9868.0639	10882.5122	10813.8332	11162.9146	0.2716
