LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
10525.4821	11217.7789	10054.8018	10170.1770	10052.1442	11190.1438	10159.9803	10346.8599	-0.3096
10494.6342	11200.1828	10084.5517	10204.1073	10048.2254	11202.9857	10155.6615	10376.1804	-0.4658
10564.6209	11193.0535	10114.4227	10208.4851	10120.5407	11168.9785	10168.7386	10383.1424	-0.5175
10594.5356	11163.5303	10113.5811	10214.9908	10131.3631	11164.0592	10231.5153	10385.6630	-0.5143
10603.4602	11155.1538	10071.0082	10177.0718	10174.0970	11130.7335	10162.8373	10336.4868	-0.4884
10578.2635	11142.0206	10073.6387	10164.6904	10136.0310	11076.4913	10237.3871	10323.0169	-0.4590
10538.5025	11105.9400	10061.8281	10142.6842	10087.8930	11049.4914	10223.0415	10302.6205	-0.4353
10534.8297	11100.4951	10059.5866	10153.4590	10079.8679	11032.9500	10144.3932	10313.8014	-0.4191
10537.0719	11088.7502	9979.8486	10121.4503	10111.2766	11052.6602	10060.1839	10344.8897	-0.3084
10590.8876	11205.6430	10087.1913	10201.7811	10163.9355	11183.1444	10176.0322	10383.4315	0.0078
10613.0557	11212.5265	10076.6990	10229.4307	10179.9214	11174.2800	10235.7168	10418.8303	0.3015
10690.9978	11261.1963	10173.1244	10296.0467	10247.2491	11233.8863	10265.9016	10463.1947	0.4588
10691.9777	11290.6594	10190.2291	10297.0935	10215.2386	11218.4095	10298.5211	10418.8928	0.5104
10667.4616	11238.8870	10169.4897	10301.4144	10174.0913	11180.0403	10198.4909	10421.6215	0.5058
10595.7162	11202.8896	10132.0765	10240.4409	10128.9094	11186.7598	10177.5193	10380.4694	0.4794
10557.2800	11220.3267	10100.8840	10204.1203	10094.0852	11225.4097	10186.0938	10401.7506	0.4510
10550.3075	11212.2151	10097.0388	10235.8076	10098.7643	11220.7915	10227.3458	10410.2458	0.4285
10588.7562	11259.2781	10135.3451	10271.0136	10141.7810	11243.2660	10241.2731	10473.3590	0.4121
10618.5451	11271.9193	10162.1387	10277.9763	10168.0466	11266.8555	10280.6175	10454.0896	0.3000
10627.8134	11202.8770	10140.4765	10276.6566	10182.3881	11207.2316	10250.5589	10470.5624	-0.0167
10624.7367	11197.9674	10104.2184	10241.3697	10174.8481	11214.4333	10238.8055	10407.9999	-0.3094
10563.5314	11153.3200	10060.6413	10188.0343	10125.5217	11168.9548	10145.6704	10354.9244	-0.4656
10515.3869	11183.5247	10014.4346	10160.4651	10103.2107	11136.5243	10043.4992	10268.5150	-0.5174
10507.5383	11179.0726	9985.5367	10157.4377	10081.3991	11062.8998	10069.0961	10261.4931	-0.5142
10508.3515	11121.3007	10044.6893	10139.4456	10077.5605	11063.5373	10104.4298	10326.5304	-0.4883
10506.3774	11124.9737	10024.8490	10134.8969	10096.2114	11073.4359	10124.4687	10311.1029	-0.4589
10510.5793	11117.2156	10022.8525	10175.5519	10080.7797	11062.1171	10135.5428	10331.2167	-0.4353
10541.6315	11179.6393	10106.3357	10237.4262	10131.4650	11120.6438	10212.1103	10412.6599	-0.4191
10556.2612	11200.9903	10081.7472	10205.7951	10123.6556	11148.7083	10186.0504	10369.9186	-0.3084
10610.2938	11236.0137	10107.3153	10228.6910	10140.5626	11187.6722	10213.4505	10411.0695	0.0078
10642.6261	11255.3970	10148.2040	10234.1730	10184.5273	11234.9209	10267.6064	10368.1695	0.3015
10662.0407	11226.1164	10166.9892	10263.9530	10185.2807	11202.7718	10300.1733	10420.3998	0.4588
10652.4899	11254.2023	10187.1635	10283.3601	10190.6780	11232.1597	10277.8638	10434.1095	0.5104
10690.7278	11262.2721	10210.2539	10310.7802	10219.3367	11261.1262	10312.2087	10452.4135	0.5058
10683.0741	11286.6684	10229.4540	10287.6935	10193.4031	11258.9263	10312.9658	10413.8210	0.4794
10674.4660	11215.5461	10174.6871	10267.1634	10179.0967	11187.0599	10255.2618	10412.2051	0.4510
10625.0399	11187.1208	10122.9391	10257.0329	10146.3646	11164.4455	10195.6191	10366.1802	0.4285
10597.2023	11172.5835	10125.7902	10261.7069	10129.5943	11133.9140	10162.4021	10406.0510	0.4122
10583.1994	11192.9498	10137.9661	10265.1578	10132.4894	11144.1884	10232.6290	10450.9017	0.3002
10569.5239	11187.3472	10120.0441	10228.3531	10148.2194	11167.2502	10244.6090	10397.7587	-0.0165
10528.7613	11113.5290	10021.6648	10139.4310	10101.2933	11085.4211	10138.4036	10335.0793	-0.3093
10511.0645	11169.3862	10023.7186	10138.7077	10066.8559	11093.2896	10101.8509	10286.6775	-0.4655
10468.4190	11156.5377	10045.4219	10144.9594	10035.2070	11043.9817	9967.4639	10262.8432	-0.5174
10470.9265	11134.9331	10008.6381	10146.4163	10020.6082	11031.4640	9981.7822	10250.5148	-0.5143
10504.3016	11133.6556	9977.2383	10121.7144	10052.3007	11023.0063	10008.7977	10260.2566	-0.4886
10501.5367	11097.3427	9970.6999	10109.6816	10060.5190	10996.7451	10001.1972	10249.1377	-0.4594
10490.7206	11094.6599	10010.7157	10154.0905	10034.2875	11065.1897	10011.9743	10332.6891	-0.4359
10494.1135	11162.9024	10037.7753	10193.8912	10051.9086	11076.7131	10033.2240	10287.0591	-0.4199
10543.3354	11183.1606	10080.8425	10223.1225	10109.8620	11087.2356	10050.0058	10322.5499	-0.3094
10639.4839	11285.5886	10172.5734	10298.3159	10201.7564	11198.4721	10208.2061	10430.0026	0.0066
10659.8545	11273.1045	10159.9689	10276.8583	10182.2725	11247.6014	10226.0220	10437.1496	0.3002
10650.3130	11248.6031	10150.0585	10249.8753	10176.6181	11210.5966	10213.4000	10423.1025	0.4574
10618.1224	11199.6185	10138.5406	10267.8397	10135.7295	11207.4023	10260.3860	10419.0151	0.5089
10595.8728	11203.4578	10125.3374	10223.6964	10127.4845	11179.8407	10288.9149	10416.6607	0.5042
10593.7720	11207.7426	10139.2004	10221.4883	10131.5837	11189.0921	10263.8169	10415.4009	0.4776
10600.8030	11240.3026	10136.5347	10258.1349	10119.6115	11203.9574	10282.4621	10425.4589	0.4491
10575.6568	11216.5091	10100.2495	10224.9103	10141.9505	11201.6834	10228.0310	10375.0292	0.4264
10603.1996	11237.0517	10148.9267	10274.1167	10154.5697	11233.1525	10289.5473	10409.4907	0.4098
10575.5648	11214.6651	10101.0420	10230.7319	10139.9054	11212.3758	10294.5888	10406.3064	0.2974
10615.5189	11243.3428	10143.1681	10245.2386	10165.8098	11269.7632	10320.1715	10458.6384	-0.0197
10517.1590	11194.3045	10053.0228	10181.4180	10104.2714	11221.8423	10220.4690	10409.3945	-0.3128
10481.2267	11126.6234	10052.2243	10171.2801	10042.0460	11125.8320	10140.4480	10383.4497	-0.4695
10500.0412	11109.6133	10077.7720	10166.2169	10058.6516	11024.6930	10090.7799	10308.8811	-0.5219
10564.3551	11123.3404	10062.1549	10177.0356	10137.8865	11042.6477	10076.0280	10298.7648	-0.5194
10551.2376	11117.0092	10089.1705	10192.7911	10100.0140	11088.4205	10105.7023	10326.8877	-0.4943
10580.6784	11105.1325	10063.1011	10153.6287	10116.1146	11099.4510	10134.1032	10337.4879	-0.4657
10596.1118	11184.3555	10065.3279	10195.3292	10130.2749	11163.2545	10214.2567	10391.1438	-0.4430
10595.8116	11184.7205	10092.9394	10218.9468	10158.2074	11134.5402	10218.7427	10379.9352	-0.4278
10610.4807	11161.7192	10122.2664	10219.0293	10142.8080	11135.6948	10201.0383	10368.2940	-0.3182
10599.3026	11197.7354	10112.1560	10257.3050	10176.1584	11140.8483	10238.8218	10402.0976	-0.0033
10703.1533	11296.0340	10185.2313	10312.1648	10244.6145	11249.9493	10240.0702	10428.6587	0.2891
10683.9307	11255.9716	10170.5400	10298.1369	10215.9658	11177.1429	10235.9939	10421.0128	0.4449
10661.9529	11222.4429	10159.7217	10293.6091	10207.4520	11146.1227	10175.4969	10376.6310	0.4948
10640.8688	11201.6948	10145.3158	10281.3479	10164.3070	11137.3962	10214.2032	10402.3973	0.4885
10633.1303	11238.3791	10168.0048	10247.1939	10130.0069	11170.1656	10223.5636	10394.7866	0.4600
10625.4493	11229.9848	10162.6147	10273.3841	10138.5296	11207.0615	10258.7229	10404.4869	0.4294
10603.2157	11251.9523	10135.9938	10260.6165	10132.1096	11208.1844	10282.6546	10417.7199	0.4046
10634.2754	11224.3982	10194.0456	10275.9984	10164.7500	11197.2176	10268.9001	10436.7763	0.3855
10609.7083	11218.3427	10139.0660	10234.0249	10174.2508	11210.0592	10252.5383	10370.5193	0.2705
10601.4511	11229.4856	10109.9843	10246.3015	10188.5249	11213.5209	10233.8445	10424.9246	-0.0494
10518.3786	11210.4744	10034.3476	10183.9109	10096.9786	11206.0535	10226.8121	10389.6314	-0.3455
10521.0422	11196.8461	10061.5165	10167.4638	10108.3105	11229.2401	10178.3654	10382.3177	-0.5054
10537.8350	11122.8923	10057.5940	10184.9793	10090.7830	11125.4230	10111.7776	10342.5841	-0.5611
10536.7887	11093.9599	10052.3446	10161.0427	10067.9505	11021.0365	10067.2219	10331.9703	-0.5622
10499.6425	11112.8079	10019.9126	10127.6274	10015.3446	11018.1462	10080.1431	10272.4922	-0.5411
10504.8674	11143.5619	10062.7775	10138.4401	10035.4126	11128.4028	10192.7628	10326.9094	-0.5169
10539.1909	11168.8600	10070.5285	10167.7334	10068.7923	11128.0205	10179.1528	10343.5312	-0.4989
10519.4971	11074.7684	9992.9518	10157.5662	10103.1111	11075.7628	10127.9489	10305.2670	-0.4888
10534.9459	11155.4742	10019.1646	10136.8773	10092.9445	11098.2318	10107.4435	10353.3426	-0.3846
10541.9813	11190.9328	10039.1348	10194.0112	10111.4391	11151.9716	10193.4097	10348.1882	-0.0757
10652.6712	11260.6343	10167.2273	10269.7694	10211.8148	11247.8944	10262.1080	10433.3488	0.2100
10655.9223	11258.2366	10154.1747	10302.1250	10220.2859	11242.1502	10252.2945	10477.1230	0.3585
10655.3463	11241.6092	10163.0312	10296.0600	10195.8082	11203.2638	10217.1559	10397.2336	0.4003
10625.1146	11233.2167	10135.4962	10268.7688	10168.2605	11152.9493	10229.5636	10391.1959	0.3852
10611.6667	11219.0457	10140.0606	10257.3175	10143.3667	11184.6664	10185.0404	10386.6439	0.3475
10596.9968	11201.5909	10131.5012	10239.1902	10150.7202	11150.1635	10162.7384	10403.4228	0.3070
10610.6573	11234.3502	10160.1977	10245.3825	10163.0143	11166.9824	10204.4989	10390.4191	0.2716
