LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
9411.8280	11505.1188	10844.4663	11354.3179	10336.4494	11949.7113	10406.2888	11405.0394	0.4912
9387.7662	11493.9984	10824.1896	11305.3951	10374.8248	11942.3197	10465.5029	11392.0173	0.4615
9358.5904	11447.0046	10766.8931	11301.4297	10315.1096	11931.3322	10421.8457	11392.1123	0.4378
9319.9224	11332.9303	10785.4582	11291.8077	10332.1431	11824.3460	10404.1078	11317.5511	0.4203
9315.7364	11407.4837	10689.3499	11277.0777	10315.6450	11958.7503	10389.3504	11300.8118	0.3073
9031.4506	10925.0426	10100.3550	11138.0210	10112.0341	11916.3677	10030.8954	11360.0374	-0.0103
9302.6265	11340.4189	10596.2157	11184.2568	10231.4377	11705.7782	10199.2416	11526.0218	-0.3038
9262.4665	11320.1201	10488.1494	11155.8290	10235.9746	11929.4038	10106.4333	11337.5104	-0.4605
9272.7081	11258.1755	10458.2233	11079.7125	10223.4709	11847.6618	10120.2478	11321.8213	-0.5128
9271.0683	11181.1442	10501.2925	11102.1623	10240.9024	11757.1655	10017.3057	11361.7201	-0.5101
9241.7741	11153.3577	10391.1115	11123.9894	10203.6716	11705.1738	9954.0293	11233.7998	-0.4846
9191.8407	11174.2682	10402.8713	11006.6572	10148.5513	11747.6021	9844.4413	11263.4294	-0.4556
9223.5189	11209.3968	10483.0723	11111.4496	10191.1461	11736.1623	10084.2999	11323.9603	-0.4323
9283.9175	11215.6214	10529.8618	11130.1782	10213.1997	11845.8389	10045.1449	11291.7236	-0.4164
9378.5226	11309.6230	10622.3091	11255.4804	10333.2259	11923.8971	10195.1755	11479.5238	-0.3059
9444.0356	11522.0872	10688.4147	11313.5615	10377.2319	12028.4733	10246.6854	11432.3854	0.0099
9433.5666	11485.5277	10705.7985	11238.9455	10377.3666	11995.1130	10232.7930	11421.4111	0.3033
9444.9432	11471.8828	10783.1357	11306.1925	10413.2190	11993.2419	10343.0335	11432.3623	0.4604
9420.2369	11473.9486	10711.4578	11274.9012	10383.9218	12041.2593	10400.4704	11406.2998	0.5116
9398.9530	11475.8607	10669.0280	11351.9683	10389.0839	11967.8644	10387.2356	11385.9964	0.5068
9414.7913	11457.6829	10706.6473	11369.6745	10386.1703	12006.9658	10456.3320	11464.7650	0.4801
9444.3291	11513.6605	10710.2002	11351.0529	10414.1516	12022.3206	10431.2235	11366.6709	0.4515
9398.8859	11476.5723	10749.8542	11301.5873	10348.9953	11897.1136	10425.2407	11308.6149	0.4289
9426.2965	11536.0065	10744.7743	11262.1572	10361.8560	11983.3923	10335.0944	11384.7028	0.4123
9366.9863	11432.7611	10628.0674	11254.0612	10350.8604	11954.4251	10273.7746	11417.2295	0.3001
9308.0061	11345.2643	10496.9917	11244.3860	10267.0322	11869.5723	10166.1613	11367.1227	-0.0168
9260.5819	11322.9401	10467.4084	11173.7977	10214.2302	11887.4365	10133.1991	11392.8773	-0.3096
9263.1771	11301.3099	10545.0555	11269.9888	10286.3699	11890.2144	10242.1254	11358.0518	-0.4658
9304.2612	11326.8438	10585.6576	11211.9751	10280.5007	11972.9953	10291.7891	11375.4993	-0.5175
9347.4353	11435.9603	10561.9259	11299.8289	10334.3234	11948.6379	10260.5547	11447.3978	-0.5143
9310.4443	11354.9014	10607.5160	11129.3958	10287.9766	11834.1582	10212.9774	11345.5059	-0.4884
9244.3293	11206.0648	10409.1125	11086.9010	10207.1553	11774.0355	10009.0095	11259.9827	-0.4590
9217.8817	11261.7210	10400.0752	11069.0726	10169.0944	11844.7930	10041.0254	11235.0885	-0.4353
9223.9105	11282.0749	10416.1826	11064.2847	10209.5542	11789.1799	10080.6463	11320.3262	-0.4191
9323.5100	11402.3682	10487.6027	11177.6865	10271.2290	11944.1981	10130.7352	11356.9326	-0.3084
9363.2854	11398.4408	10559.2562	11283.5070	10297.8372	11957.4129	10189.6334	11446.0469	0.0078
9403.9401	11441.7943	10642.4653	11282.7354	10335.9848	11998.4793	10279.6755	11389.8896	0.3015
9401.9047	11425.3486	10656.5090	11314.5375	10330.6657	11987.0869	10273.8114	11404.8587	0.4588
9428.3208	11444.8415	10642.2855	11267.7006	10323.0199	11969.3874	10248.5882	11454.1917	0.5104
9413.7132	11433.5417	10651.0503	11338.6015	10331.3204	11991.4131	10236.8449	11414.7243	0.5058
9406.5490	11502.8379	10647.2274	11286.4311	10343.1154	11968.6481	10219.6131	11414.4225	0.4794
9414.5366	11508.2168	10675.3599	11281.9202	10342.4769	11965.5306	10249.4245	11425.3571	0.4510
9407.6881	11525.3958	10686.1720	11320.0589	10356.2645	12018.0317	10364.6709	11471.0286	0.4285
9410.2503	11513.7520	10659.8918	11352.7486	10345.2311	12043.5981	10296.0554	11389.1673	0.4121
9370.9264	11487.8434	10659.1380	11318.1275	10348.8211	11987.6733	10307.0230	11519.0739	0.3000
9254.0586	11347.4271	10539.6034	11168.6569	10272.6808	11830.3826	10328.7932	11397.5661	-0.0167
9350.5180	11289.3236	10647.3455	11172.0652	10326.4913	11886.6497	10308.4561	11376.4590	-0.3094
9272.9377	11327.9333	10556.6546	11211.4914	10264.2331	11879.1255	10253.0943	11392.1468	-0.4656
9253.0467	11323.3799	10582.5430	11125.6736	10194.2685	11802.7703	10223.6639	11196.7425	-0.5174
9208.0872	11187.2786	10448.8890	11114.1862	10178.3233	11805.4455	10099.3834	11209.9525	-0.5142
9285.9618	11214.6927	10448.2952	11139.8031	10218.1222	11856.8208	10101.1452	11340.2542	-0.4883
9239.5429	11193.4889	10538.1445	11172.5129	10206.7369	11810.9287	10097.0915	11243.5029	-0.4589
9213.0738	11320.3913	10498.9683	11085.4265	10221.7342	11775.4735	10083.3880	11249.7122	-0.4353
9285.0758	11180.4085	10522.6144	11097.8269	10269.7207	11832.9010	10134.8956	11350.7318	-0.4191
9350.4467	11345.1514	10642.4321	11259.1677	10312.1853	11882.9106	10308.3612	11461.9284	-0.3084
9429.6618	11422.0837	10761.8872	11305.8280	10346.8088	11944.2427	10382.8977	11459.5410	0.0078
9439.1011	11444.9154	10761.4591	11331.2317	10393.5329	11940.7562	10470.5400	11445.8382	0.3015
9455.8762	11485.5332	10796.1395	11327.7249	10417.3078	11974.4310	10443.3189	11514.4629	0.4588
9471.5730	11430.2340	10785.6035	11356.5435	10439.5136	11953.7726	10442.1200	11494.5563	0.5104
9497.8461	11474.6520	10763.1738	11439.0446	10478.6164	11996.9346	10400.5725	11528.2266	0.5058
9468.0491	11477.3324	10757.7620	11378.9178	10423.3074	11984.7116	10402.2617	11528.1683	0.4794
9426.8854	11426.9303	10784.5734	11348.8150	10382.5781	11913.3709	10421.8379	11435.1201	0.4510
9447.8214	11470.3294	10767.3044	11381.7524	10394.1316	11974.5555	10367.3376	11563.5000	0.4285
9449.2672	11460.0469	10766.8866	11412.7067	10400.8026	11958.9220	10385.2723	11490.7129	0.4122
9241.2957	11137.5641	10608.3923	11368.3680	10158.0761	11847.2935	10066.2997	11397.6911	0.3002
9293.9291	11149.2871	10426.8110	11174.6393	10230.0221	11819.2546	10196.0086	11372.5221	-0.0165
9257.5998	11309.1872	10565.2606	11123.8159	10190.5465	11795.8735	10194.7169	11281.9316	-0.3093
9249.2685	11293.0430	10672.0975	11196.1244	10227.3457	11850.6981	10327.2319	11285.0085	-0.4655
9354.6511	11241.3473	10621.7616	11179.2377	10371.4020	11909.9852	10198.8772	11366.0599	-0.5174
9391.6621	11389.6764	10671.5205	11321.8073	10385.8917	11859.4440	10321.1854	11417.4684	-0.5143
9336.3602	11276.4473	10598.2199	11166.3251	10359.3628	11869.6799	10180.4116	11327.7074	-0.4886
9252.7804	11290.8848	10534.2126	11186.3127	10299.1089	11878.9129	10236.7670	11362.7194	-0.4594
9272.0677	11307.6390	10517.3441	11111.9531	10275.3632	11829.8237	10123.2872	11293.5589	-0.4359
9259.9260	11256.0449	10555.3774	11189.3300	10271.3330	11808.5907	10155.5043	11309.8018	-0.4199
9375.2163	11370.4271	10635.8421	11297.8875	10358.4797	11939.8680	10253.3426	11366.6169	-0.3094
9429.9494	11493.3965	10713.4810	11321.2141	10420.3818	12019.4925	10293.1127	11446.2275	0.0066
9453.2521	11506.2565	10719.1971	11333.2718	10413.9529	12014.9323	10361.6013	11463.2809	0.3002
9461.6690	11565.6465	10766.3447	11329.3191	10436.3143	12010.2681	10361.9300	11469.0527	0.4574
9477.1278	11465.3304	10734.0827	11320.1270	10447.3100	11950.5023	10348.1415	11522.0342	0.5089
9464.2783	11523.0612	10759.5732	11368.8735	10453.8070	12001.0684	10363.8436	11439.0042	0.5042
9478.5658	11467.5371	10778.5469	11358.9458	10438.0412	11994.3083	10338.3164	11497.2269	0.4776
9456.8972	11559.5358	10718.3779	11355.9388	10427.6667	11985.5571	10350.2917	11416.0225	0.4491
9477.8530	11451.2070	10813.7451	11361.3238	10412.5740	11995.0465	10403.4753	11463.1204	0.4264
9450.8380	11472.9831	10802.8278	11416.1294	10426.8608	11946.4972	10438.9012	11393.6549	0.4098
9399.0616	11398.7161	10630.8384	11329.3743	10386.8046	11986.5744	10299.3153	11489.1130	0.2974
9114.7014	10984.0326	10243.1698	11338.9814	10012.0570	11871.9289	9833.0028	11542.6035	-0.0197
9286.9392	11085.5859	10330.1947	10941.6085	10189.0695	11713.7596	9758.1677	11278.5127	-0.3128
9290.4628	11222.6042	10467.1416	10930.0479	10143.6202	11753.6061	9789.7522	11311.5768	-0.4695
9335.6615	11249.4730	10457.9056	11112.0860	10162.2001	11823.7912	9799.0619	11312.8441	-0.5219
9292.7764	11259.2695	10457.0719	11107.6987	10208.3584	11831.3626	9924.7052	11284.1940	-0.5194
9271.3985	11256.4561	10518.2331	11036.7459	10212.5846	11813.9090	9868.5780	11263.8047	-0.4943
9157.2299	11220.9508	10450.9521	10850.4940	10021.4506	11675.7580	9917.4883	10991.5719	-0.4657
9188.1371	11193.4746	10405.1200	10868.1885	10128.7192	11615.0404	10095.1256	11128.9053	-0.4430
9170.9786	11203.4775	10439.9657	11033.2929	10147.9819	11731.8763	10140.5446	11115.0257	-0.4278
9246.0497	11223.3408	10460.4906	11150.9033	10239.4283	11905.9963	10188.7941	11245.0101	-0.3182
9342.0389	11389.0270	10605.9447	11295.5713	10293.4538	11930.9076	10308.4508	11322.0863	-0.0033
9373.1840	11433.0934	10641.0487	11248.4771	10317.3650	11933.1672	10384.8246	11327.9928	0.2891
9342.6984	11282.2969	10665.4718	11299.0692	10301.6633	11911.5260	10376.5661	11417.6299	0.4449
9388.8300	11450.0814	10728.8345	11395.7421	10358.5750	11984.5908	10432.1045	11423.6715	0.4948
9395.4766	11488.4772	10722.4007	11405.8818	10387.8421	12009.2056	10422.9076	11517.5485	0.4885
9422.6645	11471.0641	10806.7834	11402.9116	10411.5861	12047.5640	10503.1652	11520.3291	0.4600
9479.0195	11530.4727	10810.3755	11404.7673	10423.3683	12042.9412	10497.4290	11478.7503	0.4294
9419.1187	11517.6351	10801.9491	11391.2259	10387.9237	12037.6616	10534.1511	11564.2646	0.4046
9452.7606	11608.6331	10777.1462	11393.8534	10405.4657	11966.8547	10465.2105	11492.0511	0.3855
9362.5676	11447.1761	10742.7508	11288.0146	10342.5379	11946.6252	10465.1242	11415.5013	0.2705
9321.7411	11400.5749	10593.0788	11143.5239	10273.0984	11914.2629	10379.8917	11382.3369	-0.0494
9236.5033	11330.8509	10494.8921	11190.7754	10239.0801	11937.7324	10253.9424	11336.9603	-0.3455
9213.8027	11354.4284	10569.7708	11161.4286	10224.2392	11860.9157	10208.1985	11364.6732	-0.5054
9220.3371	11328.2523	10504.3776	11223.9538	10188.1141	11814.8726	10217.8792	11396.7445	-0.5611
9215.7933	11303.7946	10568.3065	11217.1966	10197.3379	11843.4889	10160.3806	11327.4274	-0.5622
9265.9875	11295.7477	10518.1105	11182.7078	10236.9210	11808.6745	10139.8997	11380.2783	-0.5411
9256.8444	11245.4066	10521.7871	11149.3650	10224.7858	11817.1812	10149.8690	11370.6315	-0.5169
9259.3991	11228.1598	10496.4735	11124.2964	10200.5359	11814.8442	10146.9249	11269.2474	-0.4989
9244.6269	11284.7555	10468.8120	11147.9019	10244.9361	11859.1154	10053.9485	11315.8047	-0.4888
9344.9757	11313.0059	10583.1691	11184.8932	10281.4492	11897.7770	10121.2990	11425.4704	-0.3846
9411.0536	11417.8923	10619.0273	11258.0275	10331.7629	11954.4201	10206.7241	11405.9798	-0.0757
9373.4953	11360.6927	10584.0247	11224.3673	10340.6663	11870.8335	10223.5230	11383.3122	0.2100
9391.8436	11317.0732	10622.7842	11292.7327	10359.8486	11885.1017	10311.9171	11386.1517	0.3585
9399.7056	11372.7640	10705.7214	11246.7886	10368.5127	11916.4910	10273.2167	11402.9450	0.4003
9435.6910	11378.9766	10714.4761	11330.5975	10394.5792	11995.7218	10338.7239	11416.6686	0.3852
9385.4086	11407.3942	10675.2126	11332.3537	10366.7435	11969.9425	10316.4948	11408.8910	0.3475
9429.8174	11428.6169	10712.8610	11268.5707	10369.1094	11944.4808	10257.9689	11374.3675	0.3070
9354.4769	11410.8984	10615.0303	11237.5909	10351.8206	11919.3078	10230.4766	11353.5107	0.2716
