LOCC	LACC	LIFG	LIPL	ROCC	RACC	RIFG	RIPL	I
9895.2195	11681.0669	10253.1395	10895.1419	10604.0416	11078.2094	10317.7371	10483.0764	0.5068
9863.2969	11715.5879	10283.1547	10866.0076	10547.8616	11077.8683	10317.5966	10465.8795	0.4801
9864.6294	11691.3443	10271.7114	10905.9693	10543.4962	11065.8972	10320.9259	10483.8766	0.4515
9862.8644	11709.9536	10304.7086	10911.4938	10551.1058	11110.1285	10365.9956	10473.1254	0.4289
9873.9034	11739.3763	10337.7282	10949.7661	10579.2900	11140.0158	10403.8958	10519.6852	0.4123
9920.8495	11730.2321	10347.1589	10995.3474	10613.0624	11172.9039	10452.3599	10553.1444	0.3001
9908.6542	11715.9322	10350.3993	11045.6602	10619.9615	11138.0633	10455.3817	10562.7431	-0.0168
9891.8531	11651.1030	10280.1200	10949.3094	10613.5233	11101.5097	10420.4099	10539.6245	-0.3096
9829.8579	11644.5696	10246.5510	10885.4687	10574.2352	11057.1475	10363.5046	10517.9695	-0.4658
9825.9444	11604.5513	10223.6033	10887.9212	10551.8483	11031.9075	10350.1700	10464.9574	-0.5175
9838.4414	11607.6747	10270.5723	10930.7217	10563.7458	11039.3501	10332.2947	10493.1634	-0.5143
9836.2492	11570.4676	10280.9549	10906.0689	10528.8551	10980.1583	10331.0957	10435.0249	-0.4884
9827.4008	11617.9496	10231.1976	10897.3576	10504.9403	10992.6912	10284.3550	10426.6059	-0.4590
9801.4349	11577.8920	10204.5994	10870.6500	10483.7534	10985.7003	10270.3891	10412.3680	-0.4353
9776.8639	11570.3959	10214.0804	10852.8119	10477.8182	10960.7471	10246.0998	10423.0061	-0.4191
9805.4055	11613.3222	10224.0612	10895.6780	10498.5128	11018.0228	10296.4274	10447.5578	-0.3084
9837.7324	11690.1833	10251.4316	10916.7867	10552.7403	11085.3577	10343.9007	10509.7589	0.0078
9868.2503	11705.2834	10279.7410	10898.5304	10565.9529	11090.9628	10313.2777	10502.7416	0.3015
9856.9459	11714.8330	10308.6394	10889.4888	10566.2053	11092.1649	10354.7144	10496.0636	0.4588
9878.6918	11691.9158	10321.0841	10917.2982	10562.6157	11067.9333	10344.5792	10473.9412	0.5104
9877.2286	11719.7045	10319.6895	10929.6583	10566.3880	11075.0703	10350.2077	10498.8660	0.5058
9881.4926	11691.4515	10283.0597	10926.1928	10560.2345	11055.7332	10321.1449	10454.5163	0.4794
9875.2594	11664.5127	10309.1548	10945.0365	10548.8992	11016.4244	10308.2222	10470.5132	0.4510
9858.1254	11672.3544	10287.2169	10903.2810	10561.7698	11008.8742	10304.1659	10485.0886	0.4285
9867.5039	11681.6002	10298.0170	10941.3051	10567.0404	11051.5852	10359.3732	10470.9778	0.4121
9884.3161	11701.4427	10336.8345	10948.5161	10596.8593	11095.9791	10400.1404	10502.1361	0.3000
9865.7156	11658.2242	10320.1369	10948.4126	10590.6805	11060.2842	10389.7521	10474.9258	-0.0167
9818.9688	11614.7855	10273.4614	10867.8842	10521.7215	10986.2503	10332.0802	10420.5882	-0.3094
9788.4513	11564.1267	10175.5474	10843.1000	10463.0338	10964.5088	10243.3979	10361.6083	-0.4656
9756.4469	11592.0473	10200.7179	10844.3544	10438.3962	10968.7673	10258.8387	10372.1582	-0.5174
9788.4024	11618.6633	10201.7642	10869.2394	10456.9960	10978.4653	10275.0826	10372.8240	-0.5142
9791.7776	11613.0579	10273.3516	10906.5529	10461.2543	10997.4055	10337.2080	10389.6126	-0.4883
9792.7734	11598.0445	10284.8814	10873.8260	10473.4715	10992.2136	10334.4633	10414.8763	-0.4589
9781.3049	11610.8770	10283.0669	10939.0195	10472.2110	10955.2296	10332.5772	10418.0536	-0.4353
9778.7175	11605.6593	10273.0202	10856.0687	10446.0463	10983.5427	10305.8844	10389.5795	-0.4191
9786.0243	11633.2667	10294.3434	10909.5408	10460.9365	11031.9813	10323.4306	10435.2033	-0.3084
9849.4442	11692.8663	10299.0679	10904.5384	10496.2074	11107.9403	10370.9959	10477.8220	0.0078
9906.5097	11760.4900	10361.9635	11007.2416	10567.9576	11153.1277	10433.4076	10501.3742	0.3015
9923.2552	11779.5413	10395.8938	10986.9994	10623.1981	11202.7245	10463.4162	10573.0795	0.4588
9951.3644	11747.9307	10414.7791	11018.1108	10646.7856	11134.4909	10480.3420	10549.2583	0.5104
9938.8650	11751.2149	10420.1119	11012.3741	10657.6234	11153.8968	10495.3246	10546.8697	0.5058
9966.5413	11754.5421	10378.0943	11029.6323	10683.1152	11161.5901	10493.2247	10570.8878	0.4794
9977.4784	11735.9323	10367.2067	11005.7269	10677.9806	11163.8784	10440.9808	10554.3839	0.4510
9926.5299	11726.0907	10335.1071	11002.6085	10644.9718	11157.8178	10425.4527	10546.4099	0.4285
9925.2772	11723.6393	10365.2788	10957.5061	10630.1271	11160.7809	10411.8905	10529.8514	0.4122
9915.2021	11705.2498	10374.5767	10988.4359	10604.4684	11142.1547	10431.3548	10540.7587	0.3002
9859.2132	11665.8166	10292.9170	10983.5465	10561.1359	11074.0998	10403.6653	10502.7533	-0.0165
9816.9050	11665.1875	10245.9490	10933.8802	10529.1413	11033.3101	10352.8410	10480.8637	-0.3093
9815.4547	11645.6296	10202.7179	10868.3233	10509.8412	11051.2142	10296.5827	10468.0812	-0.4655
9794.5254	11643.0224	10208.7634	10878.9577	10513.0098	11042.7871	10293.9671	10482.1664	-0.5174
9784.2661	11654.4422	10216.3958	10879.4544	10490.4363	10997.1776	10256.4661	10413.6010	-0.5143
9784.1237	11645.3919	10221.5821	10841.3504	10477.7244	10985.7549	10272.0069	10416.1337	-0.4886
9791.6331	11618.6404	10255.0151	10800.2844	10445.2430	10946.3229	10273.5105	10376.7402	-0.4594
9752.6000	11560.7866	10166.9981	10790.6358	10425.4879	10920.7715	10245.2790	10355.8906	-0.4359
9732.7993	11575.9477	10198.3952	10842.3599	10400.0869	10924.4587	10248.2941	10361.6043	-0.4199
9763.8434	11617.0460	10234.3325	10843.7613	10426.3574	10988.9017	10275.1313	10400.4025	-0.3094
9802.7223	11677.3397	10288.3264	10915.4793	10487.7891	11076.6843	10344.1336	10448.0303	0.0066
9866.5765	11731.7759	10341.2039	10999.1011	10548.6490	11087.6437	10381.6816	10489.2061	0.3002
9906.3028	11736.7059	10357.6928	10988.7030	10585.6235	11122.9534	10425.7711	10514.1091	0.4574
9913.1772	11698.8074	10348.7072	10972.0021	10595.1728	11112.1796	10415.7742	10509.5033	0.5089
9913.8219	11745.4340	10403.4625	11004.5185	10614.0037	11120.2741	10446.3229	10546.7466	0.5042
9965.8832	11751.9859	10428.4886	11029.5583	10641.2064	11158.1003	10488.2735	10559.6738	0.4776
9964.6732	11720.2168	10382.7371	11007.8995	10667.2826	11149.8789	10486.2160	10556.4900	0.4491
9923.7400	11730.7690	10328.5213	10964.0171	10630.4260	11124.8041	10419.8395	10550.7958	0.4264
9886.9710	11703.8909	10254.8478	10916.3585	10594.0571	11085.5759	10349.6112	10478.9709	0.4098
9880.4095	11694.9170	10274.8907	10943.1691	10586.1960	11105.1059	10347.7014	10491.6103	0.2974
9858.8292	11623.1066	10256.5128	10892.4493	10582.4369	11044.0404	10324.7552	10482.5207	-0.0197
9825.9988	11589.3859	10247.2223	10918.4373	10536.9139	11010.4667	10303.0509	10429.0429	-0.3128
9800.2121	11617.1716	10164.3410	10864.7719	10492.5810	11012.1246	10286.6271	10414.2588	-0.4695
9768.4889	11593.8089	10209.9774	10838.3291	10476.8141	10976.7845	10270.7350	10420.3571	-0.5219
9761.5620	11603.5246	10173.5332	10801.9697	10474.0767	10991.9444	10248.7505	10395.6070	-0.5194
9760.8391	11589.9367	10154.8781	10834.6363	10487.7170	10986.1206	10253.8315	10420.2517	-0.4943
9773.2082	11553.7690	10161.0988	10838.9184	10466.1246	10947.1321	10268.6695	10392.9686	-0.4657
9762.4297	11551.6248	10181.1107	10811.4063	10456.2150	10939.6126	10288.3502	10395.9593	-0.4430
9736.5204	11563.3034	10145.2176	10799.9470	10436.5898	10923.6723	10274.2923	10385.2916	-0.4278
9754.3734	11579.7701	10185.1843	10825.5778	10434.0819	10951.7184	10250.0435	10392.7557	-0.3182
9772.9233	11635.9126	10241.9413	10861.6388	10458.0713	11027.1410	10304.1850	10416.2631	-0.0033
9859.8542	11707.5327	10296.4387	10913.2660	10522.6853	11093.7288	10344.9923	10471.9645	0.2891
9913.0743	11714.7406	10339.2893	10981.2474	10595.7205	11127.0565	10395.5308	10507.8518	0.4449
9956.6197	11763.4936	10385.3927	10978.0244	10634.3099	11138.7384	10418.7349	10500.6191	0.4948
9955.4745	11747.9251	10397.3222	11014.6030	10644.5388	11129.0237	10439.7002	10499.5988	0.4885
9947.4992	11735.2710	10394.6239	11011.1461	10616.4477	11109.5985	10448.2930	10513.2588	0.4600
9950.8919	11730.3805	10344.2596	10961.7322	10631.7108	11130.4289	10429.3624	10524.8965	0.4294
9968.0533	11715.0937	10334.6342	10992.8760	10648.5753	11139.5016	10455.2223	10540.9971	0.4046
9947.5736	11716.0679	10397.4464	11031.0295	10636.4518	11129.4462	10465.1269	10540.7131	0.3855
9918.3898	11724.0433	10358.0303	10984.4848	10622.0209	11128.2978	10435.0940	10501.7333	0.2705
9870.0881	11689.4963	10297.6155	10944.5620	10563.5578	11080.6713	10373.3707	10501.6600	-0.0494
9834.5887	11578.6714	10236.2596	10867.4492	10531.3657	11003.8676	10269.7222	10435.4325	-0.3455
9823.9999	11588.1314	10218.6658	10896.6348	10527.1065	10988.3355	10270.9500	10450.3974	-0.5054
9797.6020	11640.2061	10222.7085	10857.5009	10494.1244	11030.7637	10276.4043	10420.8289	-0.5611
9773.1819	11650.2412	10252.9710	10868.5398	10473.2360	11010.7768	10298.9256	10419.7418	-0.5622
9767.7450	11624.7313	10290.6506	10887.4921	10462.1105	10983.9296	10310.3525	10421.2546	-0.5411
9749.9542	11606.5007	10312.4655	10940.7961	10456.4666	10983.9599	10320.1105	10417.8826	-0.5169
9751.9534	11608.9354	10282.0564	10894.0915	10448.5200	10969.2379	10333.3925	10406.3886	-0.4989
9749.8050	11628.3747	10232.8378	10881.3965	10445.9484	10985.5855	10304.2397	10414.3621	-0.4888
9758.8870	11620.1245	10243.5481	10857.9354	10450.9548	10988.4106	10301.3660	10401.9417	-0.3846
9788.8299	11659.3537	10253.8110	10881.9867	10470.7333	11030.8082	10312.6696	10442.0344	-0.0757
9846.6198	11677.3675	10254.0355	10890.1435	10529.5214	11060.0528	10352.6571	10456.1349	0.2100
9868.8910	11706.1356	10299.8832	10957.8996	10576.1254	11113.7703	10382.3958	10493.2488	0.3585
9909.1353	11691.0712	10314.4219	10950.8531	10600.9387	11103.9408	10378.6589	10539.5242	0.4003
9908.5516	11720.5912	10306.4646	10933.8018	10606.0259	11110.9462	10397.3454	10517.4031	0.3852
9926.6357	11722.1753	10342.0856	10968.9481	10626.8659	11110.6888	10410.3125	10537.3808	0.3475
9943.4504	11681.4066	10325.0815	10973.7041	10614.0313	11098.5031	10386.3468	10522.2050	0.3070
9898.3463	11699.4039	10298.7477	10942.6081	10601.8176	11113.9113	10394.3309	10523.4135	0.2716
